, 460 , 480 , 500 , 520 , 540 , 560 , 580 , 600 , 620 , 640 
-1 ,-8.84088E-04 , 3.676107E-03 , 1.696007E-04 ,-1.932859E-03 ,-2.996078E-03 , 2.570674E-03 ,-3.398829E-03 , 2.996823E-03 ,-1.211773E-03 , 2.707188E-03 
-0.99 ,-9.75261E-04 ,-7.226113E-04 , 4.855071E-03 , 1.976194E-04 ,-4.748577E-03 ,-9.711146E-04 ,-2.401002E-04 , 2.086688E-03 ,-3.100513E-03 ,-2.279328E-03 
-0.98 ,-1.084796E-04 ,-0.0020881 , 1.679947E-03 ,-2.204075E-03 ,-1.462501E-03 , 5.691809E-04 , 1.223693E-04 , 2.041223E-03 ,-1.617183E-03 ,-3.134876E-03 
-0.97 ,-2.61284E-03 , 1.700347E-03 ,-1.016704E-03 , 1.426267E-03 ,-5.125748E-04 ,-1.468285E-03 ,-2.002786E-03 , 4.045865E-03 ,-3.841154E-05 ,-7.441571E-04 
-0.96 ,-1.931261E-03 , 1.471179E-03 , 1.817536E-03 , 5.869146E-03 ,-1.598032E-03 ,-1.242359E-03 , 3.261242E-03 ,-1.219262E-03 ,-6.452978E-03 , 5.176233E-03 
-0.95 , 9.431034E-04 , 6.014741E-04 ,-7.432395E-04 , 3.252855E-03 , 1.029839E-03 , 2.297209E-03 , 2.531353E-03 ,-2.750454E-03 ,-4.712928E-03 , 6.002377E-03 
-0.94 ,-3.367564E-04 , 7.430611E-06 , 1.696007E-04 ,-2.655735E-03 , 7.118394E-04 , 4.627249E-03 , 1.166123E-03 , 1.586917E-03 , 4.137184E-04 , 5.910517E-03 
-0.93 ,-1.997884E-04 , 1.517008E-03 , 6.72475E-04 ,-2.565451E-03 ,-3.401137E-03 ,-1.563367E-04 , 1.893719E-03 ,-6.287547E-03 ,-3.997877E-04 ,-3.764194E-03 
-0.92 , 1.584437E-03 ,-2.664653E-04 , 2.230486E-03 ,-2.926527E-03 , 5.756288E-04 ,-1.151972E-03 , 2.257975E-03 ,-6.242972E-03 ,-1.93225E-03 ,-7.699169E-03 
-0.91 , 1.126221E-03 ,-3.577437E-04 , 5.455906E-03 ,-3.692798E-03 ,-1.417306E-03 , 3.849161E-03 , 1.347908E-03 , 2.132157E-03 , 1.455431E-03 , 3.427982E-04 
-0.9 , 3.026884E-04 ,-1.269311E-03 ,-2.336074E-03 ,-5.288083E-04 , 2.851474E-03 ,-2.505993E-03 ,-6.177472E-03 , 5.005891E-03 ,-2.606632E-03 ,-2.774848E-03 
-0.89 ,-4.280172E-04 ,-8.387816E-05 ,-1.699641E-03 , 1.067597E-04 , 3.262383E-03 ,-1.377945E-03 ,-2.853943E-04 , 7.208257E-03 , 1.138128E-03 ,-3.898926E-03 
-0.88 , 9.431034E-04 ,-3.121069E-04 ,-3.107629E-03 ,-3.377437E-03 ,-1.688353E-03 ,-5.639302E-04 , 1.711706E-03 ,-2.300665E-03 ,-8.059565E-04 ,-3.224823E-03 
-0.87 , 3.329984E-03 ,-2.178997E-03 ,-5.152025E-04 , 3.619107E-03 ,-7.029637E-03 ,-1.603773E-03 ,-2.543725E-03 ,-3.160098E-04 , 3.637483E-03 ,-5.333512E-03 
-0.86 , 2.57002E-04 ,-2.587714E-03 , 1.313335E-03 , 4.031518E-03 , 2.48653E-03 ,-3.226396E-03 , 7.120079E-04 , 1.314567E-03 , 9.602914E-03 ,-1.018483E-02 
-0.85 , 2.73204E-03 ,-3.404023E-03 , 1.038546E-03 , 1.562992E-03 , 5.302257E-04 , 6.145745E-04 ,-1.912577E-03 , 3.726328E-03 ,-1.211773E-03 , 1.25065E-03 
-0.84 ,-7.473198E-04 ,-5.858015E-04 , 3.24161E-03 ,-2.24927E-03 ,-4.120272E-03 , 6.145745E-04 , 1.211569E-03 , 4.731389E-03 ,-1.301888E-03 , 1.887283E-03 
-0.83 , 7.600352E-04 , 2.985862E-03 , 3.24161E-03 ,-3.737838E-03 , 4.222712E-03 ,-4.125256E-03 , 4.129547E-03 , 6.381064E-03 ,-2.191372E-04 ,-2.459585E-03 
-0.82 ,-2.794416E-03 ,-8.593508E-04 , 3.471749E-03 , 1.790954E-03 , 5.644256E-03 ,-4.215026E-03 , 6.212525E-04 ,-5.350119E-03 ,-3.094584E-04 ,-3.224823E-03 
-0.81 , 8.057746E-04 , 7.844266E-04 , 1.038546E-03 , 5.271048E-03 , 1.348072E-03 ,-4.484253E-03 , 7.574062E-04 ,-2.435648E-03 , 2.317837E-03 ,-6.718783E-03 
-0.8 ,-7.017117E-04 , 2.358274E-04 , 2.609767E-04 , 3.024125E-03 , 1.985239E-03 , 6.145745E-04 , 1.711706E-03 , 5.437901E-04 ,-2.247115E-03 ,-3.404688E-03 
-0.79 ,-2.975889E-03 ,-6.770128E-04 , 8.097187E-04 ,-2.113698E-03 , 1.939688E-03 , 1.341409E-03 ,-2.588779E-03 ,-1.129008E-03 ,-1.392011E-03 , 1.978322E-03 
-0.78 , 2.853314E-05 ,-1.769867E-03 ,-5.053132E-03 , 1.19847E-03 ,-2.590667E-03 , 1.887308E-03 ,-2.453602E-03 ,-9.936186E-04 ,-1.739561E-04 ,-5.631867E-04 
-0.77 ,-6.280443E-05 , 8.759454E-04 ,-1.654138E-03 , 7.432591E-04 ,-4.672807E-04 , 2.479509E-03 ,-1.461172E-03 ,-6.323552E-04 , 7.988767E-03 , 1.076024E-02 
-0.76 ,-1.385222E-03 , 1.562843E-03 ,-6.520282E-04 ,-4.951956E-03 ,-4.344773E-03 , 7.507566E-04 , 2.075809E-03 , 7.116253E-03 ,-2.067232E-03 , 1.173671E-02 
-0.75 ,-7.017117E-04 , 1.013233E-03 ,-1.044665E-04 ,-7.555832E-04 ,-1.688353E-03 , 1.796286E-03 , 2.130204E-04 , 5.555443E-03 , 5.947077E-04 , 8.418899E-04 
-0.74 ,-1.066388E-03 , 2.84795E-03 , 5.809851E-04 ,-2.881402E-03 , 2.121892E-03 ,-9.258818E-04 ,-3.71344E-03 ,-5.171327E-03 ,-7.342631E-03 ,-1.738135E-03 
-0.73 , 3.941302E-04 ,-4.083116E-03 , 1.955142E-03 , 1.471819E-03 ,-2.184851E-03 ,-6.544397E-04 ,-1.099748E-03 ,-1.489859E-03 ,-2.471845E-03 , 3.802799E-03 
-0.72 ,-1.084796E-04 , 4.459701E-03 ,-8.799934E-04 , 1.244025E-03 ,-2.365258E-03 ,-4.529116E-03 , 2.257975E-03 ,-1.354582E-03 , 2.726967E-03 ,-6.084431E-04 
-0.71 , 1.217837E-03 , 2.526317E-03 ,-6.064426E-04 ,-3.01942E-04 ,-3.313968E-04 ,-4.304778E-03 ,-1.042163E-04 , 2.905734E-03 ,-2.426898E-03 ,-4.930526E-03 
-0.7 ,-2.885162E-03 ,-8.593508E-04 ,-3.243641E-03 , 1.471819E-03 ,-1.417306E-03 ,-6.997008E-04 , 2.804904E-03 , 4.777137E-03 , 6.399736E-04 ,-2.954899E-03 
-0.69 ,-2.703624E-03 , 2.893898E-03 ,-1.062274E-03 ,-2.836273E-03 ,-3.62601E-03 ,-7.449302E-04 , 4.495683E-03 , 1.815744E-04 , 3.956618E-03 , 2.52485E-03 
-0.68 , 2.45632E-03 , 3.272034E-04 , 1.084336E-03 , 1.58918E-05 ,-1.326928E-03 , 5.691809E-04 ,-5.148767E-03 ,-3.51403E-03 , 1.591486E-03 , 9.781006E-04 
-0.67 , 3.027157E-04 ,-2.587714E-03 ,-2.199778E-03 , 4.7034E-04 , 2.395328E-03 ,-1.423103E-03 ,-4.790373E-03 ,-0.0040074 , 3.684761E-04 , 3.985675E-03 
-0.66 , 3.23795E-03 ,-3.856861E-03 ,-1.244478E-03 , 2.521303E-03 ,-1.507692E-03 , 4.07787E-03 , 3.944066E-04 ,-3.199777E-03 ,-1.437066E-03 , 6.002377E-03 
-0.65 ,-2.022188E-03 , 5.100404E-04 ,-1.289997E-03 , 4.214934E-03 ,-4.972727E-03 , 3.986388E-03 ,-1.777216E-03 ,-4.064331E-04 , 3.500787E-03 ,-1.422092E-03 
-0.64 ,-1.248611E-03 , 1.929609E-03 ,-4.239795E-03 , 1.067597E-04 , 8.480927E-04 , 2.981221E-03 , 2.583666E-04 , 2.95129E-03 , 2.590557E-03 ,-2.549699E-03 
-0.63 , 2.112932E-04 , 2.067257E-03 ,-6.855115E-03 , 6.52258E-04 ,-1.643208E-03 , 1.06869E-03 ,-4.027822E-03 , 1.815744E-04 ,-9.337666E-03 ,-4.078512E-03 
-0.62 ,-1.997884E-04 , 5.557685E-04 ,-1.927057E-03 , 1.016323E-03 , 1.029839E-03 ,-2.551035E-03 ,-2.813929E-03 ,-7.044961E-03 ,-2.11219E-03 ,-4.078512E-03 
-0.61 ,-2.454492E-04 ,-1.087145E-03 ,-1.244478E-03 ,-3.01942E-04 , 1.029839E-03 ,-2.776281E-03 ,-2.853943E-04 , 5.890985E-04 , 2.454189E-03 ,-3.988741E-03 
-0.6 ,-5.64886E-04 , 1.471179E-03 , 3.609881E-03 ,-2.475122E-03 , 2.304173E-03 , 3.209447E-03 , 1.393373E-03 , 1.087721E-03 ,-5.070437E-03 , 2.616023E-03 
-0.59 , 2.57002E-04 ,-2.269847E-03 , 2.368223E-03 , 2.155975E-03 ,-2.407659E-04 ,-2.280607E-03 , 1.575253E-03 ,-2.030574E-03 ,-3.841154E-05 ,-2.098996E-03 
-0.58 , 1.655892E-04 ,-3.041403E-03 ,-3.198326E-03 , 1.790954E-03 , 1.211662E-03 ,-6.632157E-03 ,-5.117404E-04 ,-6.287547E-03 , 5.418519E-03 ,-2.549699E-03 
-0.57 , 8.973223E-04 ,-2.208461E-04 , 3.748056E-03 ,-4.862149E-03 ,-9.65176E-04 , 1.386856E-03 , 1.67706E-04 , 3.62658E-04 ,-2.426898E-03 , 5.864582E-03 
-0.56 , 2.57002E-04 ,-0.0024061 , 1.679947E-03 ,-4.547636E-03 , 2.125912E-04 , 4.627249E-03 ,-2.401002E-04 , 6.197454E-03 ,-1.527134E-03 , 3.620028E-03 
-0.55 ,-1.203056E-03 ,-2.905349E-03 ,-1.881578E-03 ,-2.610609E-03 ,-5.125748E-04 , 1.386856E-03 ,-2.99398E-03 , 2.132157E-03 ,-1.301888E-03 , 6.140216E-03 
-0.54 , 7.142734E-04 , 1.975487E-03 , 3.24161E-03 ,-3.926973E-04 ,-6.48402E-04 , 5.590316E-03 ,-2.401002E-04 ,-6.775363E-04 , 4.275988E-03 , 2.707188E-03 
-0.53 , 3.191926E-03 , 1.059014E-03 ,-4.239705E-04 ,-2.068488E-03 ,-1.010418E-03 , 4.948034E-03 , 1.848202E-03 , 2.132157E-03 , 3.364133E-03 , 7.751652E-03 
-0.52 , 2.548216E-03 , 5.557685E-04 , 1.725805E-03 , 1.067597E-04 , 1.803092E-03 ,-1.874649E-03 , 7.120079E-04 , 3.173733E-04 ,-3.414506E-03 , 7.751652E-03 
-0.51 ,-1.430758E-03 , 2.985862E-03 , 1.679947E-03 , 2.064705E-03 ,-1.959258E-03 , 1.568774E-03 , 1.67706E-04 ,-1.129008E-03 , 8.034809E-03 , 6.149491E-04 
-0.5 ,-3.519934E-03 , 5.100404E-04 , 1.771668E-03 ,-3.287276E-03 , 3.262383E-03 ,-6.766044E-03 , 2.987376E-03 ,-4.46807E-05 ,-2.191372E-04 ,-3.179865E-03 
-0.49 , 1.630263E-03 ,-1.178251E-03 ,-1.790605E-03 , 3.794232E-04 ,-5.950149E-05 , 7.02726E-05 ,-1.099748E-03 ,-3.558912E-03 ,-5.561525E-03 ,-5.109686E-03 
