, 530 
-0.4 ,-9.267598E-04 
-0.392 , 3.156778E-03 
-0.384 , 5.900616E-03 
-0.376 , 3.612878E-03 
-0.368 ,-4.972259E-03 
-0.36 ,-3.178907E-03 
-0.352 , 3.612878E-03 
-0.344 ,-9.267598E-04 
-0.336 , 1.337127E-03 
-0.328 , 1.337127E-03 
-0.32 , 4.301666E-04 
-0.312 , 1.791319E-03 
-0.304 , 8.834102E-04 
-0.296 , 3.612878E-03 
-0.288 ,-2.27946E-03 
-0.28 , 6.359635E-03 
-0.272 ,-6.312436E-03 
-0.264 , 5.442108E-03 
-0.256 , 3.612878E-03 
-0.248 ,-2.729416E-03 
-0.24 ,-3.627933E-03 
-0.232 ,-4.972259E-03 
-0.224 ,-1.82901E-03 
-0.216 ,-4.749309E-04 
-0.208 , 4.984085E-03 
-0.2 ,-1.163212E-02 
-0.192 ,-5.419435E-03 
-0.184 , 9.586261E-03 
-0.176 ,-2.260442E-05 
-0.168 , 8.834102E-04 
-0.16 , 2.701157E-03 
-0.152 ,-2.260442E-05 
-0.144 ,-4.076495E-03 
-0.136 , 5.900616E-03 
-0.128 , 2.246013E-03 
-0.12 ,-8.536898E-03 
-0.112 , 8.834102E-04 
-0.104 ,-2.27946E-03 
-9.600002E-02 ,-2.27946E-03 
-8.800001E-02 ,-9.267598E-04 
-8.000001E-02 ,-1.378119E-03 
-7.200001E-02 ,-4.749309E-04 
-6.400001E-02 , 5.900616E-03 
-5.600001E-02 , 4.301666E-04 
-4.800002E-02 , 2.701157E-03 
-4.000001E-02 , 8.834102E-04 
-3.200001E-02 , 4.301666E-04 
-2.400002E-02 ,-3.178907E-03 
-1.600001E-02 , 8.661927E-03 
-8.000014E-03 ,-8.536898E-03 
-1.490116E-08 ,-0.1573547 
 7.999985E-03 ,-0.1573547 
 1.599998E-02 ,-5.419435E-03 
 2.399999E-02 , 7.973101E-02 
 3.199998E-02 , 0.1183766 
 3.999998E-02 , 0.126173 
 4.799999E-02 , 0.133496 
 5.599998E-02 , 0.132881 
 6.399998E-02 , 0.1322669 
 7.199998E-02 , 0.1219575 
 7.999998E-02 , 0.1177827 
 8.799998E-02 , 0.114825 
 9.599999E-02 , 0.1095513 
 0.104 , 0.1020452 
 0.112 , 9.805655E-02 
 0.12 , 9.074482E-02 
 0.128 , 7.918759E-02 
 0.136 , 8.465268E-02 
 0.144 , 7.810279E-02 
 0.152 , 7.111678E-02 
 0.16 , 7.218425E-02 
 0.168 , 7.165018E-02 
 0.176 , 7.005192E-02 
 0.184 , 5.850755E-02 
 0.192 , 6.110445E-02 
 0.2 , 5.182738E-02 
 0.208 , 5.080871E-02 
 0.216 , 5.592608E-02 
 0.224 , 4.726212E-02 
 0.232 , 4.726212E-02 
 0.24 , 4.928521E-02 
 0.248 , 4.075143E-02 
 0.256 , 4.025463E-02 
 0.264 , 0.047767 
 0.272 , 4.075143E-02 
 0.28 , 3.092179E-02 
 0.288 , 3.238212E-02 
 0.296 , 3.287001E-02 
 0.304 , 2.995094E-02 
 0.312 , 3.433691E-02 
 0.32 , 2.369287E-02 
 0.328 , 2.417107E-02 
 0.336 , 2.417107E-02 
 0.344 , 2.657001E-02 
 0.352 , 2.898228E-02 
 0.36 , 2.273802E-02 
 0.368 , 2.801575E-02 
 0.376 , 0.0222614 
 0.384 , 2.560883E-02 
 0.392 , 0.0222614 
 0.4 , 1.846708E-02 
 0.408 , 1.988608E-02 
 0.416 , 1.470562E-02 
 0.424 , 1.330345E-02 
 0.432 , 1.705271E-02 
 0.44 , 1.705271E-02 
 0.448 , 1.144088E-02 
 0.456 , 7.739529E-03 
 0.464 , 1.470562E-02 
 0.472 , 1.846708E-02 
 0.48 , 1.330345E-02 
 0.488 , 9.586261E-03 
 0.496 , 1.941257E-02 
 0.5039999 , 1.705271E-02 
 0.512 , 1.144088E-02 
 0.52 , 1.190577E-02 
 0.528 , 1.377034E-02 
 0.536 , 6.819112E-03 
 0.544 , 1.097649E-02 
 0.552 , 7.279077E-03 
 0.5599999 , 9.123848E-03 
 0.568 , 1.051257E-02 
 0.576 , 5.442108E-03 
 0.584 , 6.359635E-03 
 0.5919999 , 9.586261E-03 
 0.6 , 4.301666E-04 
 0.608 , 1.004917E-02 
 0.616 , 7.279077E-03 
 0.624 , 7.279077E-03 
 0.632 , 1.097649E-02 
 0.64 , 4.069457E-03 
 0.6479999 , 6.819112E-03 
 0.656 , 8.200468E-03 
 0.664 ,-1.378119E-03 
 0.672 , 5.900616E-03 
 0.6799999 , 2.246013E-03 
 0.688 , 4.984085E-03 
 0.696 ,-5.419435E-03 
 0.704 ,-4.524621E-03 
 0.712 ,-4.749309E-04 
 0.72 ,-2.260442E-05 
 0.728 , 3.156778E-03 
 0.7359999 , 4.069457E-03 
 0.744 , 1.337127E-03 
 0.752 , 4.069457E-03 
 0.76 , 2.246013E-03 
 0.7679999 , 1.791319E-03 
 0.776 , 2.701157E-03 
 0.784 , 4.526543E-03 
 0.792 , 7.739529E-03 
 0.8 , 5.900616E-03 
 0.808 , 1.337127E-03 
 0.816 , 3.612878E-03 
 0.8239999 ,-3.627933E-03 
 0.832 , 5.442108E-03 
 0.84 , 8.834102E-04 
 0.848 ,-2.27946E-03 
 0.8559999 , 8.200468E-03 
 0.864 , 4.301666E-04 
 0.872 , 5.442108E-03 
 0.88 ,-2.729416E-03 
 0.888 , 2.701157E-03 
 0.896 , 7.739529E-03 
 0.904 ,-3.178907E-03 
 0.9119999 , 5.442108E-03 
 0.92 ,-4.076495E-03 
 0.928 ,-2.729416E-03 
 0.936 ,-7.648464E-03 
 0.9439999 ,-9.267598E-04 
 0.952 ,-4.076495E-03 
 0.96 , 8.834102E-04 
 0.9679999 , 3.156778E-03 
 0.976 ,-1.378119E-03 
 0.984 ,-2.27946E-03 
 0.992 ,-4.972259E-03 
 0.9999999 ,-1.82901E-03 
 1.008 ,-2.729416E-03 
 1.016 ,-2.729416E-03 
 1.024 , 4.526543E-03 
 1.032 , 2.246013E-03 
 1.04 ,-3.627933E-03 
 1.048 , 4.984085E-03 
 1.056 ,-7.203578E-03 
 1.064 ,-2.729416E-03 
 1.072 , 4.301666E-04 
 1.08 ,-7.203578E-03 
 1.088 ,-1.378119E-03 
 1.096 , 1.144088E-02 
 1.104 ,-4.749309E-04 
 1.112 , 8.834102E-04 
 1.12 , 9.123848E-03 
 1.128 ,-3.627933E-03 
 1.136 , 3.612878E-03 
 1.144 , 4.301666E-04 
 1.152 , 8.834102E-04 
 1.16 , 2.246013E-03 
 1.168 ,-9.267598E-04 
 1.176 ,-2.260442E-05 
 1.184 , 8.200468E-03 
 1.192 ,-3.627933E-03 
 1.2 , 4.301666E-04 
 1.208 ,-1.82901E-03 
 1.216 ,-6.758235E-03 
 1.224 , 2.246013E-03 
 1.232 ,-4.749309E-04 
 1.24 , 4.301666E-04 
 1.248 , 1.337127E-03 
 1.256 ,-4.076495E-03 
 1.264 ,-6.312436E-03 
 1.272 , 1.337127E-03 
 1.28 ,-9.267598E-04 
 1.288 ,-7.648464E-03 
 1.296 ,-3.627933E-03 
 1.304 ,-1.378119E-03 
 1.312 ,-2.729416E-03 
 1.32 , 6.819112E-03 
 1.328 ,-2.260442E-05 
 1.336 ,-9.267598E-04 
 1.344 ,-4.076495E-03 
 1.352 , 5.900616E-03 
 1.36 , 2.701157E-03 
 1.368 ,-2.729416E-03 
 1.376 , 4.301666E-04 
 1.384 , 6.359635E-03 
 1.392 ,-2.729416E-03 
 1.4 , 2.701157E-03 
 1.408 , 2.701157E-03 
 1.416 , 8.834102E-04 
 1.424 ,-7.648464E-03 
 1.432 , 3.156778E-03 
 1.44 , 3.156778E-03 
 1.448 ,-4.749309E-04 
 1.456 ,-1.82901E-03 
 1.464 ,-6.312436E-03 
 1.472 ,-4.972259E-03 
 1.48 ,-4.076495E-03 
 1.488 ,-5.866152E-03 
