, 530 
 200.8 , 2.082073E-02 
 201.2 , 2.219097E-02 
 201.6 , 2.442093E-02 
 202 , 2.290142E-02 
 202.4 , 2.242764E-02 
 202.8 , 2.067923E-02 
 203.2 , 2.110386E-02 
 203.6 , 2.304364E-02 
 204 , 2.162344E-02 
 204.4 , 1.954885E-02 
 204.8 , 0.0219071 
 205.2 , 2.313847E-02 
 205.6 , 2.233296E-02 
 206 , 2.181253E-02 
 206.4 , 2.437335E-02 
 206.8 , 2.337569E-02 
 207.2 , 2.252236E-02 
 207.6 , 2.309107E-02 
 208 , 2.138721E-02 
 208.4 , 2.063207E-02 
 208.8 , 2.570715E-02 
 209.2 , 2.115108E-02 
 209.6 , 0.0229488 
 210 , 2.242764E-02 
 210.4 , 2.309107E-02 
 210.8 , 2.171799E-02 
 211.2 , 0.0229488 
 211.6 , 2.058491E-02 
 212 , 2.204902E-02 
 212.4 , 2.280661E-02 
 212.8 , 1.969001E-02 
 213.2 , 2.256973E-02 
 213.6 , 2.148168E-02 
 214 , 2.261708E-02 
 214.4 , 2.162344E-02 
 214.8 , 2.152894E-02 
 215.2 , 2.171799E-02 
 215.6 , 2.280661E-02 
 216 , 2.328078E-02 
 216.4 , 2.181253E-02 
 216.8 , 2.138721E-02 
 217.2 , 2.072637E-02 
 217.6 , 2.271185E-02 
 218 , 2.181253E-02 
 218.4 , 2.034924E-02 
 218.8 , 2.219097E-02 
 219.2 , 2.219097E-02 
 219.6 , 2.219097E-02 
 220 , 2.167071E-02 
 220.4 , 2.256973E-02 
 220.8 , 2.063207E-02 
 221.2 , 0.0219071 
 221.6 , 2.242764E-02 
 222 , 2.086791E-02 
 222.4 , 2.285401E-02 
 222.8 , 1.903177E-02 
 223.2 , 0.0219544 
 223.6 , 2.252236E-02 
 224 , 2.290142E-02 
 224.4 , 2.039635E-02 
 224.8 , 2.053778E-02 
 225.2 , 2.181253E-02 
 225.6 , 2.318591E-02 
 226 , 2.006657E-02 
 226.4 , 2.242764E-02 
 226.8 , 0.0222383 
 227.2 , 2.204902E-02 
 227.6 , 2.162344E-02 
 228 , 1.940777E-02 
 228.4 , 2.138721E-02 
 228.8 , 1.795254E-02 
 229.2 , 2.238031E-02 
 229.6 , 2.304364E-02 
 230 , 2.261708E-02 
 230.4 , 2.204902E-02 
 230.8 , 2.181253E-02 
 231.2 , 0.0211983 
 231.6 , 2.214364E-02 
 232 , 0.023613 
 232.4 , 2.366049E-02 
 232.8 , 2.271185E-02 
 233.2 , 2.148168E-02 
 233.6 , 2.049063E-02 
 234 , 2.309107E-02 
 234.4 , 2.337569E-02 
 234.8 , 2.086791E-02 
 235.2 , 2.176525E-02 
 235.6 , 2.115108E-02 
 236 , 2.152894E-02 
 236.4 , 2.133997E-02 
 236.8 , 2.110386E-02 
 237.2 , 2.200171E-02 
 237.6 , 2.138721E-02 
 238 , 2.058491E-02 
 238.4 , 2.351807E-02 
 238.8 , 0.0211983 
 239.2 , 2.148168E-02 
 239.6 , 2.242764E-02 
 240 , 2.285401E-02 
 240.4 , 2.058491E-02 
 240.8 , 2.219097E-02 
 241.2 , 2.318591E-02 
 241.6 , 2.380297E-02 
 242 , 2.011367E-02 
