, 360 , 370 , 380 , 390 , 400 , 410 , 420 , 430 , 440 , 450 , 460 , 470 , 480 , 490 , 500 , 510 , 520 , 530 , 540 , 550 , 560 , 570 , 580 , 590 , 600 , 610 , 620 , 630 , 640 , 650 , 660 , 670 , 680 , 690 , 700 
-0.4 , 4.362387E-04 ,-3.398717E-05 , 7.799059E-03 ,-1.246416E-04 , 5.092629E-03 ,-4.685509E-03 ,-1.012294E-03 ,-6.845259E-03 , 3.246711E-03 ,-4.79597E-03 ,-2.057967E-03 ,-2.511447E-03 , 3.004303E-03 , 1.559359E-03 , 0 , 3.964375E-04 , 5.344654E-04 , 4.413623E-03 ,-3.315464E-03 , 2.497511E-04 ,-1.015708E-02 ,-9.878001E-03 ,-5.359696E-03 , 2.391806E-03 , 2.575303E-03 ,-5.874441E-03 , 2.08647E-03 ,-7.294092E-03 ,-2.385021E-03 , 6.089711E-03 , 3.87183E-03 , 9.33643E-04 ,-5.592369E-03 , 8.497717E-03 ,-3.773537E-03 
-0.392 ,-3.13023E-03 ,-9.449433E-03 ,-3.171091E-03 ,-1.933869E-03 , 3.254689E-03 ,-1.059513E-03 ,-1.900247E-03 ,-5.128731E-04 ,-3.584244E-03 ,-2.087778E-03 ,-3.417017E-03 , 3.421109E-03 ,-2.010269E-03 , 6.480897E-04 ,-5.439075E-03 , 2.213206E-03 ,-2.639937E-03 ,-1.958583E-03 , 6.258124E-03 , 2.983514E-03 , 4.856473E-03 , 6.885561E-03 , 3.705639E-03 , 5.769085E-04 , 8.532928E-03 , 3.143831E-03 ,-4.680621E-03 , 5.371352E-03 ,-4.63367E-03 , 1.982573E-03 ,-3.837617E-03 , 1.234294E-02 , 7.139383E-03 , 9.871093E-03 , 2.572066E-03 
-0.384 ,-4.581413E-04 ,-6.780081E-03 ,-6.767091E-03 ,-2.835678E-03 ,-4.020263E-03 , 3.056274E-03 ,-1.012294E-03 , 2.229521E-03 , 2.329696E-03 ,-2.992378E-03 , 1.58705E-03 ,-2.39269E-04 ,-2.463303E-03 , 2.472518E-03 , 1.828268E-03 , 3.964375E-04 , 1.902074E-03 ,-7.347043E-03 , 2.129293E-03 , 1.159086E-03 ,-5.662083E-03 ,-2.256078E-03 ,-5.359696E-03 ,-7.49755E-03 , 8.071743E-03 ,-2.289573E-03 ,-1.090284E-02 , 3.996528E-03 ,-2.385021E-03 , 2.437002E-03 ,-6.797016E-04 ,-8.64349E-04 , 8.989065E-03 , 1.245571E-03 ,-4.223261E-03 
-0.376 , 4.935896E-03 ,-3.644936E-03 ,-5.422071E-03 ,-4.63367E-03 ,-3.569111E-03 ,-1.059513E-03 ,-1.22495E-04 , 6.375872E-03 , 2.329696E-03 ,-1.181264E-03 ,-2.39269E-04 , 2.04486E-03 ,-1.102835E-03 ,-1.621714E-03 ,-9.112696E-04 , 2.213206E-03 , 4.650253E-03 , 1.21582E-03 ,-2.864312E-03 ,-7.403777E-03 , 2.087855E-03 ,-4.961458E-03 , 5.676685E-05 , 1.243733E-04 , 6.691091E-03 ,-5.427954E-03 , 4.823104E-03 , 5.830587E-03 ,-2.835678E-03 ,-3.43389E-03 , 3.41453E-03 , 0.0128056 , 7.268533E-04 , 3.047293E-03 ,-1.531776E-02 
-0.368 ,-7.547507E-03 , 4.52232E-03 , 2.736634E-03 ,-1.933869E-03 , 2.338614E-03 ,-6.487231E-03 ,-8.939341E-03 ,-3.690621E-03 ,-4.098415E-04 ,-1.181264E-03 , 3.880857E-03 , 1.58705E-03 , 1.630928E-03 , 1.103499E-03 , 2.745283E-03 , 3.124476E-03 ,-4.893253E-03 ,-2.861328E-03 , 1.089222E-02 ,-4.268632E-03 , 2.518577E-04 ,-1.350509E-03 , 3.24783E-03 , 4.67114E-03 , 2.120398E-03 ,-9.375745E-04 , 1.178087E-03 , 5.371352E-03 , 2.603397E-03 ,-7.340891E-04 , 8.471596E-03 ,-4.438128E-03 , 2.549367E-03 ,-2.781173E-03 ,-3.773537E-03 
-0.36 , 3.581086E-03 , 3.60721E-03 , 2.736634E-03 , 4.431665E-03 ,-6.268911E-03 , 3.080959E-04 , 2.109971E-03 ,-1.423188E-03 , 1.871887E-03 , 1.820247E-04 ,-2.39269E-04 ,-5.672673E-03 ,-2.463303E-03 ,-5.228887E-03 , 4.124474E-03 ,-9.61196E-04 , 2.358894E-03 ,-1.474689E-04 ,-2.864312E-03 , 3.898624E-03 ,-9.709677E-03 , 4.122813E-03 , 6.001845E-03 ,-4.822691E-03 ,-1.952502E-03 ,-6.32047E-03 , 3.452645E-03 , 6.290335E-03 ,-2.835678E-03 , 6.221042E-04 , 2.501371E-03 , 5.461448E-03 , 3.921296E-03 , 9.871093E-03 ,-6.123116E-04 
-0.352 ,-1.116823E-05 ,-4.870214E-04 , 5.951345E-03 , 1.692127E-03 ,-3.980194E-04 ,-1.482434E-04 ,-5.434068E-03 , 2.688271E-03 ,-5.387836E-03 ,-7.273098E-04 , 1.58705E-03 ,-1.604013E-03 , 7.150654E-03 , 2.015698E-03 , 5.508031E-03 , 2.668616E-03 , 2.816194E-03 , 3.955358E-03 ,-1.476502E-04 ,-5.615042E-03 ,-2.942586E-03 ,-0.0103222 , 8.310256E-03 , 6.503264E-03 ,-1.952502E-03 , 1.779087E-03 , 2.541375E-03 ,-3.712919E-03 ,-5.082001E-03 , 1.528619E-03 ,-6.797016E-04 ,-6.656908E-03 ,-0.0127035 , 3.047293E-03 , 4.402261E-03 
-0.344 ,-4.902541E-03 ,-1.843215E-03 ,-5.422071E-03 , 3.516556E-03 , 1.424495E-03 , 3.080959E-04 , 2.557839E-03 ,-1.423188E-03 , 9.577674E-04 ,-4.34578E-03 ,-2.511447E-03 , 2.961874E-03 , 7.177695E-04 ,-3.879715E-03 ,-1.366175E-03 ,-2.314599E-03 , 5.344654E-04 ,-1.474689E-04 ,-6.016045E-04 ,-4.268632E-03 ,-4.304449E-03 ,-5.859537E-03 ,-1.303702E-03 ,-3.276908E-04 , 2.120398E-03 , 1.003258E-02 , 4.365804E-03 , 8.596295E-03 , 2.603397E-03 ,-4.330089E-03 , 5.246655E-03 ,-3.101415E-03 ,-3.346046E-03 ,-4.115176E-03 , 2.951229E-04 
-0.336 , 4.362387E-04 , 1.327877E-03 , 3.652709E-03 ,-3.285867E-03 , 3.254689E-03 ,-6.487231E-03 , 3.904249E-03 ,-5.128731E-04 ,-1.319176E-03 , 2.921563E-03 , 2.165912E-04 ,-1.149584E-03 ,-2.463303E-03 , 3.387628E-03 , 3.664266E-03 ,-5.659669E-05 , 5.344654E-04 ,-1.474689E-04 ,-1.476502E-04 , 3.898624E-03 , 7.101231E-04 , 0.0105968 ,-6.255895E-03 ,-5.716152E-03 , 4.857032E-03 ,-9.375745E-04 , 6.197928E-03 ,-1.459603E-03 , 2.147537E-03 ,-1.635898E-03 , 2.045511E-03 ,-8.64349E-04 ,-4.24596E-03 , 3.474919E-04 , 3.028885E-03 
