, 530 
 1.12 ,-2.270941E-04 
 1.128 ,-3.844811E-03 
 1.136 ,-2.270941E-04 
 1.144 ,-2.49169E-03 
 1.152 ,-2.49169E-03 
 1.16 , 6.8205E-04 
 1.168 ,-9.215475E-03 
 1.176 , 6.638417E-03 
 1.184 , 1.137364E-03 
 1.192 ,-2.03972E-03 
 1.2 ,-5.642431E-03 
 1.208 , 2.506095E-03 
 1.216 ,-3.394248E-03 
 1.224 ,-1.134339E-03 
 1.232 , 2.2724E-04 
 1.24 ,-8.324972E-03 
 1.248 ,-1.134339E-03 
 1.256 ,-1.587279E-03 
 1.264 ,-5.193703E-03 
 1.272 ,-2.49169E-03 
 1.28 , 2.963299E-03 
 1.288 ,-3.394248E-03 
 1.296 ,-6.809534E-04 
 1.304 ,-2.03972E-03 
 1.312 , 7.099995E-03 
 1.32 , 4.337833E-03 
 1.328 ,-4.294907E-03 
 1.336 , 1.137364E-03 
 1.344 , 2.2724E-04 
 1.352 , 4.796971E-03 
 1.36 ,-3.394248E-03 
 1.368 ,-5.193703E-03 
 1.376 ,-1.587279E-03 
 1.384 ,-6.538445E-03 
 1.392 ,-2.03972E-03 
 1.4 ,-6.809534E-04 
 1.408 , 3.879181E-03 
 1.416 , 2.049372E-03 
 1.424 ,-5.642431E-03 
 1.432 ,-2.03972E-03 
 1.44 , 4.796971E-03 
 1.448 ,-2.03972E-03 
 1.456 ,-5.193703E-03 
 1.464 , 5.256622E-03 
 1.472 , 8.487705E-03 
 1.48 ,-1.134339E-03 
 1.488 , 2.049372E-03 
 1.496 , 4.796971E-03 
 1.504 , 9.415297E-03 
 1.512 , 6.17733E-03 
 1.52 ,-6.809534E-04 
 1.528 , 1.137364E-03 
 1.536 , 2.2724E-04 
 1.544 ,-2.03972E-03 
 1.552 , 2.2724E-04 
 1.56 , 1.593128E-03 
 1.568 ,-3.394248E-03 
 1.576 , 4.796971E-03 
 1.584 , 3.421012E-03 
 1.592 ,-5.193703E-03 
 1.6 ,-6.809534E-04 
 1.608 , 1.137364E-03 
 1.616 , 6.17733E-03 
 1.624 ,-5.193703E-03 
 1.632 , 2.2724E-04 
 1.64 , 2.049372E-03 
 1.648 ,-1.587279E-03 
 1.656 , 1.593128E-03 
 1.664 ,-6.985759E-03 
 1.672 ,-1.587279E-03 
 1.68 , 2.963299E-03 
 1.688 , 2.049372E-03 
 1.696 ,-3.844811E-03 
 1.704 ,-2.270941E-04 
 1.712 , 2.2724E-04 
 1.72 ,-3.844811E-03 
 1.728 ,-6.090669E-03 
 1.736 ,-5.193703E-03 
 1.744 ,-6.809534E-04 
 1.752 ,-2.270941E-04 
 1.76 , 1.137364E-03 
 1.768 ,-2.03972E-03 
 1.776 ,-6.809534E-04 
 1.784 ,-5.193703E-03 
 1.792 ,-7.879036E-03 
 1.8 , 2.506095E-03 
 1.808 ,-9.215475E-03 
 1.816 ,-2.03972E-03 
 1.824 ,-2.49169E-03 
 1.832 ,-1.134339E-03 
 1.84 ,-6.985759E-03 
 1.848 ,-2.03972E-03 
 1.856 ,-2.03972E-03 
 1.864 ,-6.809534E-04 
 1.872 , 8.487705E-03 
 1.88 ,-4.294907E-03 
 1.888 ,-1.587279E-03 
 1.896 , 2.2724E-04 
 1.904 ,-2.49169E-03 
 1.912 ,-2.270941E-04 
 1.92 ,-7.879036E-03 
 1.928 ,-6.985759E-03 
 1.936 , 8.024652E-03 
 1.944 , 1.596459E-02 
 1.952 ,-2.03972E-03 
 1.96 ,-6.985759E-03 
 1.968 ,-6.809534E-04 
 1.976 ,-1.134339E-03 
 1.984 ,-2.03972E-03 
 1.992 ,-0.0114338 
 2 ,-2.94319E-03 
 2.008 , 0.0103449 
 2.016 , 6.8205E-04 
 2.024 ,-5.642431E-03 
 2.032 ,-4.744538E-03 
 2.04 ,-1.587279E-03 
 2.048 ,-2.270941E-04 
 2.056 , 2.2724E-04 
 2.064 , 4.796971E-03 
 2.072 ,-5.193703E-03 
 2.08 ,-2.03972E-03 
 2.088 , 2.049372E-03 
 2.096 ,-6.538445E-03 
 2.104 ,-6.090669E-03 
 2.112 , 8.487705E-03 
 2.12 ,-3.844811E-03 
 2.128 ,-6.090669E-03 
 2.136 , 4.796971E-03 
 2.144 , 6.638417E-03 
 2.152 ,-1.587279E-03 
 2.16 ,-6.985759E-03 
 2.168 , 2.506095E-03 
 2.176 ,-2.270941E-04 
 2.184 , 1.137364E-03 
 2.192 , 2.049372E-03 
 2.2 ,-2.49169E-03 
 2.208 ,-4.744538E-03 
 2.216 ,-1.587279E-03 
 2.224 ,-1.134339E-03 
 2.232 ,-2.49169E-03 
 2.24 ,-4.294907E-03 
 2.248 , 2.049372E-03 
 2.256 , 4.337833E-03 
 2.264 , 2.963299E-03 
 2.272 , 6.8205E-04 
 2.28 , 2.506095E-03 
 2.288 ,-1.134339E-03 
 2.296 , 1.137364E-03 
 2.304 ,-1.134339E-03 
 2.312 ,-2.94319E-03 
 2.32 ,-3.844811E-03 
 2.328 ,-4.294907E-03 
 2.336 ,-4.294907E-03 
 2.344 ,-1.587279E-03 
 2.352 ,-2.94319E-03 
 2.36 ,-8.324972E-03 
 2.368 ,-2.03972E-03 
 2.376 ,-6.809534E-04 
 2.384 , 3.421012E-03 
 2.392 , 1.593128E-03 
 2.4 ,-1.587279E-03 
 2.408 , 6.8205E-04 
 2.416 ,-6.538445E-03 
 2.424 , 1.137364E-03 
 2.432 , 2.506095E-03 
 2.44 , 7.562091E-03 
 2.448 ,-4.744538E-03 
 2.456 ,-1.587279E-03 
 2.464 ,-2.94319E-03 
 2.472 ,-2.270941E-04 
 2.48 ,-6.985759E-03 
 2.488 , 3.421012E-03 
 2.496 , 8.951253E-03 
 2.504 ,-2.94319E-03 
 2.512 ,-2.94319E-03 
 2.52 ,-2.270941E-04 
 2.528 ,-1.587279E-03 
 2.536 , 1.137364E-03 
 2.544 , 3.421012E-03 
 2.552 , 2.2724E-04 
 2.56 , 2.2724E-04 
 2.568 , 2.506095E-03 
 2.576 , 4.796971E-03 
 2.584 , 1.593128E-03 
 2.592 ,-8.324972E-03 
 2.6 ,-1.587279E-03 
 2.608 ,-2.94319E-03 
 2.616 ,-2.270941E-04 
 2.624 ,-2.270941E-04 
 2.632 , 2.963299E-03 
 2.64 , 6.8205E-04 
 2.648 , 1.137364E-03 
 2.656 ,-2.270941E-04 
 2.664 ,-3.844811E-03 
 2.672 ,-4.294907E-03 
 2.68 ,-2.03972E-03 
 2.688 , 2.506095E-03 
 2.696 , 2.049372E-03 
 2.704 ,-2.03972E-03 
 2.712 , 2.049372E-03 
 2.72 , 3.879181E-03 
 2.728 , 0.0103449 
 2.736 , 1.593128E-03 
 2.744 ,-2.270941E-04 
 2.752 , 2.506095E-03 
 2.76 , 2.2724E-04 
 2.768 ,-4.294907E-03 
 2.776 , 2.2724E-04 
 2.784 , 6.8205E-04 
 2.792 ,-1.134339E-03 
 2.8 ,-1.587279E-03 
 2.808 , 7.099995E-03 
 2.816 , 2.2724E-04 
 2.824 , 6.638417E-03 
 2.832 ,-3.844811E-03 
 2.84 ,-1.134339E-03 
 2.848 , 6.8205E-04 
 2.856 ,-3.394248E-03 
 2.864 ,-2.94319E-03 
 2.872 ,-2.94319E-03 
 2.88 ,-5.642431E-03 
 2.888 , 5.716732E-03 
 2.896 ,-2.49169E-03 
 2.904 , 5.716732E-03 
 2.912 , 9.879864E-03 
 2.92 ,-2.03972E-03 
 2.928 ,-5.193703E-03 
 2.936 , 7.562091E-03 
 2.944 ,-1.010418E-02 
 2.952 ,-7.432641E-03 
 2.96 ,-6.809534E-04 
 2.968 ,-2.49169E-03 
 2.976 , 1.137364E-03 
 2.984 , 1.593128E-03 
 2.992 ,-2.49169E-03 
 3 ,-3.394248E-03 
 3.008 , 2.963299E-03 
 3.016 ,-6.809534E-04 
 3.024 ,-6.809534E-04 
 3.032 , 3.421012E-03 
 3.04 ,-1.134339E-03 
 3.048 ,-2.94319E-03 
 3.056 ,-2.270941E-04 
 3.064 ,-2.49169E-03 
 3.072 ,-3.394248E-03 
 3.08 ,-2.03972E-03 
 3.088 ,-1.587279E-03 
 3.096 ,-4.744538E-03 
 3.104 ,-4.294907E-03 
 3.112 , 2.963299E-03 
 3.12 ,-2.03972E-03 
 3.128 , 9.415297E-03 
 3.136 ,-1.134339E-03 
 3.144 ,-4.294907E-03 
 3.152 , 2.049372E-03 
 3.16 , 2.963299E-03 
 3.168 , 4.796971E-03 
 3.176 ,-4.744538E-03 
 3.184 ,-2.49169E-03 
 3.192 ,-1.134339E-03 
 3.2 ,-3.394248E-03 
 3.208 , 1.593128E-03 
 3.216 ,-7.879036E-03 
 3.224 ,-4.294907E-03 
 3.232 ,-2.03972E-03 
 3.24 ,-6.538445E-03 
 3.248 ,-4.744538E-03 
 3.256 ,-2.94319E-03 
 3.264 , 2.049372E-03 
 3.272 , 4.337833E-03 
 3.28 , 2.049372E-03 
 3.288 , 1.593128E-03 
 3.296 , 4.337833E-03 
 3.304 ,-3.394248E-03 
 3.312 , 2.506095E-03 
 3.32 , 2.2724E-04 
 3.328 ,-2.270941E-04 
 3.336 ,-1.134339E-03 
 3.344 ,-2.270941E-04 
 3.352 ,-5.642431E-03 
 3.36 ,-2.94319E-03 
 3.368 , 3.879181E-03 
 3.376 ,-5.642431E-03 
 3.384 ,-1.010418E-02 
