, 420 , 430 , 440 , 450 , 460 , 470 , 480 , 490 , 500 , 510 , 520 , 530 , 540 , 550 , 560 , 570 , 580 , 590 , 600 , 610 , 620 , 630 , 640 , 650 , 660 , 670 , 680 , 690 , 700 , 710 , 720 , 730 , 740 , 750 , 760 , 770 , 780 , 790 , 800 
-50 , 2.701732E-04 ,-2.783019E-04 ,-2.577736E-04 , 3.31617E-04 , 1.064856E-04 , 1.452336E-04 ,-1.835128E-04 ,-2.079905E-04 ,-1.246574E-04 , 1.44408E-04 ,-1.753837E-04 ,-7.41593E-05 , 1.494347E-04 , 8.95227E-05 ,-5.576392E-05 , 1.524076E-04 ,-1.467925E-05 ,-5.781894E-05 , 3.741965E-05 ,-4.717888E-05 , 6.660401E-05 ,-2.241782E-04 , 1.382751E-04 ,-2.352101E-07 ,-4.834398E-04 ,-2.16473E-04 ,-8.167435E-07 , 5.288462E-04 ,-7.90652E-05 ,-2.279101E-04 , 5.809569E-04 ,-3.577269E-04 , 2.137523E-04 , 3.866364E-04 ,-1.27539E-04 ,-6.366831E-04 ,-1.803899E-04 , 3.861418E-05 ,-2.685324E-04 
-40 , 6.254998E-04 , 2.283522E-04 , 1.295398E-04 ,-3.221659E-05 , 9.596562E-05 , 3.138066E-04 , 2.184678E-04 ,-6.286807E-05 ,-9.360135E-05 , 2.257769E-05 ,-9.177156E-06 , 1.612454E-04 , 1.434201E-05 , 2.192271E-04 , 6.383565E-06 ,-1.155935E-04 , 7.595207E-05 ,-5.937504E-05 , 8.912652E-05 ,-8.424251E-05 , 4.838793E-05 ,-1.459703E-04 ,-2.032798E-04 , 1.001849E-04 , 1.84475E-04 , 1.191692E-04 , 2.503021E-04 ,-1.193055E-04 ,-8.766834E-05 , 1.11129E-04 , 3.843917E-04 ,-4.002258E-04 , 1.933644E-04 , 3.396311E-04 ,-3.771089E-04 ,-3.347623E-04 , 5.391146E-04 ,-3.723707E-05 , 3.606486E-04 
-30 ,-4.937623E-04 ,-5.444985E-05 ,-8.744967E-05 , 4.838184E-04 ,-1.655615E-04 ,-2.167083E-04 , 1.470298E-04 ,-1.760177E-04 , 1.065853E-04 ,-2.035294E-04 , 1.821058E-04 ,-5.772333E-05 , 1.377898E-04 ,-1.713719E-05 , 3.743348E-05 ,-1.655961E-04 , 1.473766E-05 ,-6.835241E-05 ,-3.738659E-04 ,-1.137475E-04 ,-7.83283E-05 ,-1.783983E-04 , 7.518162E-05 , 2.423079E-04 ,-1.975159E-04 ,-1.79491E-04 ,-2.528619E-04 ,-4.339369E-04 ,-1.318522E-04 ,-3.586101E-04 ,-8.740276E-05 , 3.98603E-05 ,-5.06884E-04 , 2.355552E-04 , 7.242955E-04 ,-1.015648E-04 , 7.340059E-04 , 7.626704E-05 , 7.050632E-04 
-20 ,-2.276663E-04 , 4.560341E-05 , 1.042863E-04 ,-1.07975E-04 ,-7.885612E-04 ,-7.449897E-04 ,-8.595107E-04 ,-3.529144E-04 , 1.744808E-04 ,-1.039914E-06 ,-9.977341E-05 , 7.535693E-05 ,-2.517497E-05 , 4.11163E-05 , 6.267166E-05 ,-2.290833E-05 ,-8.049041E-06 , 7.74631E-05 ,-3.135636E-04 , 1.233865E-04 ,-1.184004E-04 , 1.768619E-04 ,-9.837499E-05 ,-1.058578E-04 , 1.303933E-04 , 1.44179E-04 ,-2.401075E-04 , 1.668851E-04 , 3.879965E-05 , 2.770547E-05 ,-9.9579E-04 , 6.694305E-05 , 8.546905E-05 ,-7.766606E-04 , 4.384936E-05 , 2.203961E-04 , 4.784099E-04 ,-1.394235E-05 ,-1.497227E-04 
-10 , 1.514407E-04 ,-5.304278E-04 , 1.063092E-03 ,-2.195832E-03 , 3.979485E-04 , 1.64059E-03 , 7.459212E-04 ,-4.135309E-04 ,-1.038574E-04 , 5.615905E-05 , 9.328842E-05 , 3.06782E-04 , 1.799923E-04 ,-1.515647E-04 ,-4.851203E-05 , 1.632783E-05 ,-9.284444E-05 , 7.892989E-05 , 8.042296E-05 , 1.287995E-05 , 2.323556E-04 , 8.819201E-05 , 2.274918E-04 , 5.449376E-05 , 2.178648E-04 ,-1.274869E-04 ,-4.522486E-05 ,-2.964509E-06 ,-3.682713E-04 ,-1.518636E-04 , 4.072815E-04 ,-6.236869E-04 ,-4.514262E-04 ,-2.782466E-04 ,-1.525292E-04 , 1.022346E-04 ,-8.113596E-04 ,-3.450075E-04 , 2.380731E-04 
 2.43099E-07 , 2.075182E-03 , 1.541348E-03 , 1.248791E-03 , 2.688969E-03 ,-4.622469E-04 , 3.182965E-04 , 2.239779E-03 , 2.281913E-03 , 3.253373E-03 , 3.92801E-03 , 5.617478E-03 , 7.469261E-03 , 9.332047E-03 , 1.175753E-02 , 1.356678E-02 , 1.398693E-02 , 1.263946E-02 , 9.446176E-03 , 6.496328E-03 , 4.100533E-03 , 2.466611E-03 , 2.010444E-03 , 1.143761E-03 , 3.99649E-04 , 2.085439E-04 , 4.211493E-04 , 4.271631E-04 , 4.05884E-04 ,-3.223308E-04 ,-1.017782E-04 , 5.003429E-04 ,-7.63698E-04 , 3.910228E-04 , 4.836167E-04 ,-3.843747E-04 ,-8.644646E-04 ,-2.95978E-04 ,-3.506151E-04 ,-5.54054E-04 
 10 , 2.442153E-03 , 1.136295E-03 , 1.332688E-03 , 2.474023E-03 , 2.684883E-04 , 2.897755E-03 , 1.281115E-03 , 2.579617E-03 , 3.135944E-03 , 3.71264E-03 , 5.63423E-03 , 7.594178E-03 , 9.396786E-03 , 1.121241E-02 , 1.344023E-02 , 1.395492E-02 , 1.216428E-02 , 9.196168E-03 , 6.133729E-03 , 4.193706E-03 , 2.499684E-03 , 1.666546E-03 , 9.0504E-04 , 5.046097E-04 , 4.304904E-04 , 3.999976E-05 , 4.434632E-04 , 1.63524E-04 , 3.323534E-04 , 6.268507E-04 , 3.513912E-04 ,-3.320979E-04 ,-1.363369E-04 , 2.478123E-05 , 1.593499E-05 ,-6.421793E-04 , 1.592446E-04 ,-2.191384E-04 , 4.401008E-05 
 20 , 1.617401E-03 , 1.895751E-04 , 1.412539E-03 ,-1.423478E-03 , 3.331791E-03 , 3.344716E-03 ,-6.918598E-04 , 1.480176E-03 , 3.116389E-03 , 3.579319E-03 , 5.143086E-03 , 7.118778E-03 , 8.656967E-03 , 1.089945E-02 , 1.285612E-02 , 1.285533E-02 , 1.135473E-02 , 8.791585E-03 , 6.133937E-03 , 4.164607E-03 , 2.349568E-03 , 1.211339E-03 , 8.665845E-04 , 7.432463E-04 ,-2.21394E-05 ,-3.456888E-04 , 5.241556E-04 , 5.682032E-06 ,-1.072157E-04 , 2.044638E-04 , 1.728253E-04 , 5.112194E-04 ,-5.22398E-04 , 3.485428E-04 , 9.278497E-04 ,-5.670213E-04 , 4.292067E-04 , 5.029546E-04 , 8.768999E-04 
 30 , 2.029217E-03 , 1.185041E-03 ,-5.567382E-04 ,-1.223492E-03 , 9.656269E-04 , 4.341359E-03 , 2.818544E-03 , 1.909442E-03 , 2.546794E-03 , 3.298682E-03 , 4.87587E-03 , 6.846684E-03 , 8.225012E-03 , 1.049961E-02 , 1.201421E-02 , 1.205636E-02 , 1.103233E-02 , 8.124594E-03 , 5.462642E-03 , 3.615219E-03 , 2.261132E-03 , 1.764915E-03 , 5.380005E-04 , 6.6626E-04 , 5.80219E-04 , 4.468112E-05 ,-1.254032E-04 , 1.251701E-04 , 1.206724E-05 ,-1.137949E-04 , 7.989732E-04 ,-4.502586E-04 , 1.416124E-04 ,-5.200038E-05 , 9.433508E-05 , 3.446606E-04 , 3.376055E-04 , 2.106805E-04 ,-5.89944E-04 
 40 , 1.724154E-03 , 1.214502E-03 , 5.262605E-04 , 2.281641E-03 , 1.958119E-03 , 1.766805E-03 , 1.092088E-03 , 2.285486E-03 , 2.486892E-03 , 2.908398E-03 , 4.357543E-03 , 6.100294E-03 , 7.645031E-03 , 9.815407E-03 , 1.130851E-02 , 1.139494E-02 , 1.015253E-02 , 7.592401E-03 , 5.353258E-03 , 3.586776E-03 , 2.325412E-03 , 1.587751E-03 , 8.94351E-04 , 5.943382E-04 , 1.301466E-04 , 3.565483E-05 ,-3.203519E-04 , 8.840107E-05 , 1.686662E-04 ,-1.733885E-04 , 3.124355E-04 , 9.12256E-04 ,-1.434911E-04 ,-6.047427E-04 ,-5.900917E-04 , 9.62351E-04 ,-1.546841E-04 , 1.47606E-04 , 1.276872E-04 
 50 , 1.307389E-03 , 1.083621E-03 , 2.17743E-03 , 1.415183E-03 ,-7.214955E-04 , 5.110803E-04 , 6.983653E-04 , 1.890337E-03 , 2.706699E-03 , 3.04154E-03 , 4.163695E-03 , 5.483394E-03 , 7.227621E-03 , 9.010398E-03 , 1.039855E-02 , 1.101077E-02 , 9.720502E-03 , 7.137188E-03 , 5.324238E-03 , 3.41844E-03 , 2.095856E-03 , 1.303869E-03 , 7.384639E-04 , 3.829602E-04 , 1.513892E-04 , 1.293188E-04 ,-2.261302E-05 , 2.493876E-04 ,-4.711747E-04 , 1.63078E-04 , 4.937523E-04 ,-5.552294E-04 , 7.42052E-04 , 3.375941E-04 , 1.352253E-04 , 5.011517E-04 ,-3.79899E-04 ,-3.780388E-04 ,-4.341663E-04 
 60 , 2.036699E-03 , 6.719503E-04 , 7.62978E-04 , 3.01635E-04 , 1.871792E-03 , 1.02192E-03 , 1.175945E-03 , 2.01509E-03 , 2.221888E-03 , 2.922614E-03 , 4.029895E-03 , 5.233246E-03 , 6.840033E-03 , 8.297146E-03 , 9.770805E-03 , 1.022705E-02 , 9.184052E-03 , 6.80234E-03 , 4.606441E-03 , 2.712164E-03 , 1.963731E-03 , 8.243409E-04 , 7.072753E-04 , 1.353453E-04 , 1.768269E-04 , 3.326398E-04 , 6.503813E-05 , 2.126575E-04 ,-2.875287E-04 , 2.641632E-04 , 2.450734E-04 , 2.053825E-05 , 4.381787E-04 , 1.467744E-04 , 2.112201E-05 ,-3.799389E-04 ,-3.417879E-04 ,-1.110728E-06 , 1.052052E-04 
 70 , 2.200566E-03 , 4.916016E-04 , 1.260114E-03 ,-1.610299E-03 , 6.923915E-04 , 2.757618E-03 , 4.685209E-04 , 1.018518E-03 , 1.543577E-03 , 2.761361E-03 , 3.606106E-03 , 5.226711E-03 , 6.505507E-03 , 7.534909E-03 , 9.250594E-03 , 9.602078E-03 , 8.396926E-03 , 6.548957E-03 , 4.121815E-03 , 3.179634E-03 , 1.646138E-03 , 1.100794E-03 , 7.133934E-04 , 3.310406E-04 , 1.78362E-04 , 1.238916E-05 , 1.963693E-04 ,-1.877617E-04 , 1.300078E-04 ,-5.370505E-04 ,-3.024291E-04 , 3.267798E-04 ,-6.825388E-04 , 1.173036E-04 , 7.048199E-05 ,-5.293532E-04 , 3.744162E-04 , 1.74712E-04 , 1.948051E-04 
 80 , 1.19938E-03 , 8.2078E-04 ,-2.50442E-04 , 5.009109E-04 , 1.008118E-03 , 1.910753E-03 , 1.122935E-03 , 1.325399E-03 , 1.844947E-03 , 2.45106E-03 , 3.723441E-03 , 4.925332E-03 , 6.070019E-03 , 7.387062E-03 , 8.843822E-03 , 8.832356E-03 , 8.000137E-03 , 6.008554E-03 , 4.285554E-03 , 2.902703E-03 , 1.733448E-03 , 1.168552E-03 , 3.56595E-04 , 4.63716E-04 , 3.849073E-04 , 1.251131E-04 ,-2.710235E-04 ,-2.835625E-04 , 3.251179E-04 ,-1.113161E-04 , 3.613312E-04 , 9.985521E-04 ,-7.75912E-05 , 3.189056E-04 , 1.546422E-04 , 1.300444E-04 , 3.097839E-04 , 3.642966E-04 ,-2.268629E-04 
 90 , 1.815005E-03 , 4.748834E-04 , 1.166392E-03 , 1.698065E-03 , 9.46635E-04 , 1.384849E-03 , 1.794476E-04 , 1.316461E-03 , 1.695816E-03 , 2.707687E-03 , 3.378546E-03 , 4.656255E-03 , 5.646225E-03 , 7.007093E-03 , 8.199636E-03 , 8.402304E-03 , 7.392762E-03 , 5.796487E-03 , 4.003391E-03 , 2.729757E-03 , 1.834175E-03 , 1.172816E-03 , 7.410009E-04 , 4.206287E-04 , 4.939638E-04 , 2.246575E-04 , 2.154216E-05 , 2.020861E-05 ,-2.401039E-04 , 2.075199E-05 , 5.228663E-04 , 6.280446E-05 ,-3.080048E-04 , 2.621319E-04 ,-2.6979E-04 , 5.333733E-04 ,-3.33343E-04 ,-3.439561E-04 ,-4.498009E-05 
 100 , 1.277753E-03 , 7.564007E-04 , 1.812426E-04 , 8.429954E-04 , 1.089814E-03 , 1.008147E-03 , 5.515344E-04 , 1.360498E-03 , 1.323384E-03 , 2.527217E-03 , 3.056813E-03 , 4.60689E-03 , 5.203586E-03 , 6.683654E-03 , 7.443782E-03 , 7.981692E-03 , 6.922306E-03 , 5.221063E-03 , 3.584876E-03 , 2.364861E-03 , 1.470736E-03 , 7.281706E-04 , 4.186855E-04 , 1.655149E-04 , 8.780153E-05 ,-4.361152E-05 , 2.533667E-04 , 1.298159E-04 ,-3.08797E-04 , 6.083907E-04 , 2.586767E-04 ,-4.044816E-04 , 4.013658E-04 , 6.575122E-04 , 3.663584E-04 , 3.012398E-04 ,-4.946564E-04 , 7.205724E-05 ,-5.177353E-04 
 110 , 1.308019E-03 , 1.030235E-03 , 7.839749E-04 , 7.251055E-04 , 1.351494E-03 , 6.337842E-04 , 1.336414E-03 , 1.399868E-03 , 1.79315E-03 , 2.061344E-03 , 2.964288E-03 , 4.079042E-03 , 4.935085E-03 , 6.013293E-03 , 7.049244E-03 , 7.212356E-03 , 6.479543E-03 , 5.081777E-03 , 3.322561E-03 , 1.977975E-03 , 1.191778E-03 , 8.505964E-04 , 6.334761E-04 , 5.269026E-05 , 2.649932E-04 , 7.801275E-05 , 4.126008E-04 , 2.228902E-04 ,-5.705451E-04 , 1.865609E-04 , 2.178966E-04 ,-2.987141E-04 , 6.116843E-04 , 2.8759E-04 ,-8.288102E-06 ,-4.327395E-05 , 1.736231E-04 ,-1.044837E-04 , 2.491041E-04 
 120 , 1.122719E-03 , 7.331536E-04 , 8.398126E-04 , 8.322982E-04 , 1.25934E-03 , 1.180101E-03 , 5.976277E-04 , 1.37953E-03 , 1.608827E-03 , 1.976086E-03 , 2.754934E-03 , 3.758112E-03 , 4.50214E-03 , 5.72556E-03 , 6.799101E-03 , 6.886411E-03 , 6.066326E-03 , 4.555324E-03 , 3.256285E-03 , 2.126179E-03 , 1.875651E-03 , 7.112761E-04 , 1.614941E-04 , 2.691376E-04 ,-5.151073E-05 , 6.045657E-04 , 8.300957E-05 ,-2.697863E-04 , 1.749823E-04 ,-1.95101E-04 , 6.74959E-05 , 5.109758E-04 , 1.939424E-04 , 4.269233E-04 , 2.901832E-04 ,-6.028071E-04 , 5.863816E-04 ,-3.427294E-04 , 4.404541E-04 
 130 , 8.776482E-04 , 1.457755E-04 ,-2.762447E-04 , 2.461007E-04 , 7.168485E-04 , 6.286358E-04 , 1.018383E-03 , 1.059765E-03 , 1.370203E-03 , 1.732556E-03 , 2.773549E-03 , 3.557629E-03 , 4.260186E-03 , 5.329745E-03 , 6.287644E-03 , 6.383016E-03 , 5.73221E-03 , 4.503064E-03 , 2.885275E-03 , 2.060614E-03 , 1.074828E-03 , 1.281938E-03 , 2.605839E-04 , 8.525897E-05 , 2.881069E-04 , 7.193246E-04 ,-2.160772E-04 , 9.398542E-05 , 4.17966E-04 , 5.263651E-05 , 2.742566E-04 , 5.056449E-04 , 8.132841E-05 , 1.264653E-04 , 2.878022E-04 , 7.279757E-05 , 2.583466E-04 ,-3.121781E-04 , 5.814299E-05 
 140 , 2.811094E-04 , 4.847035E-04 , 8.644407E-04 , 5.461173E-04 , 8.67844E-04 , 5.682162E-04 , 7.784319E-04 , 8.932988E-04 , 1.185323E-03 , 1.709862E-03 , 2.396522E-03 , 3.395715E-03 , 4.097986E-03 , 5.264465E-03 , 5.894265E-03 , 6.079475E-03 , 5.403276E-03 , 4.07872E-03 , 3.069323E-03 , 1.841073E-03 , 1.11107E-03 , 9.772325E-04 , 4.156732E-04 , 5.855712E-04 , 3.216419E-04 , 6.545352E-05 ,-8.666834E-05 ,-1.217753E-04 , 3.752664E-05 ,-4.92555E-04 , 6.317459E-04 , 5.257986E-05 , 1.20988E-05 , 3.460129E-06 ,-1.602264E-04 , 6.254402E-04 ,-3.863708E-04 , 1.572844E-04 ,-5.69262E-04 
 150 , 6.015279E-04 ,-2.479834E-04 , 6.744204E-04 , 8.316856E-04 , 8.516883E-04 , 4.661631E-04 , 7.372391E-04 , 9.879627E-04 , 1.307357E-03 , 1.765336E-03 , 2.123366E-03 , 2.962877E-03 , 3.899855E-03 , 4.834728E-03 , 5.653235E-03 , 5.880828E-03 , 5.134413E-03 , 4.10292E-03 , 2.700944E-03 , 1.661604E-03 , 9.054815E-04 , 8.684177E-04 , 3.12135E-04 ,-6.935532E-05 , 2.534505E-04 , 8.48532E-05 , 1.156868E-04 , 8.624438E-04 ,-5.532561E-04 , 9.405647E-06 ,-1.024655E-05 , 2.090338E-05 , 1.628326E-04 , 8.53655E-04 ,-1.234496E-04 , 6.923043E-05 ,-1.909219E-04 ,-6.763231E-05 ,-2.697194E-04 
 160 , 2.284631E-04 , 1.273474E-04 , 7.387851E-04 , 5.952375E-04 , 6.381456E-04 , 6.26436E-04 , 6.718886E-04 , 9.824941E-04 , 1.270833E-03 , 1.791963E-03 , 2.222167E-03 , 2.996696E-03 , 3.595129E-03 , 4.334743E-03 , 4.897236E-03 , 5.421302E-03 , 4.656357E-03 , 3.662425E-03 , 2.269377E-03 , 1.640394E-03 , 1.121504E-03 , 6.303238E-04 , 5.433108E-04 , 4.825271E-04 , 1.004361E-04 ,-2.711276E-04 , 2.808977E-04 , 5.376518E-04 ,-3.188711E-04 ,-1.155731E-04 , 5.630445E-04 ,-2.248227E-04 ,-5.188945E-05 , 2.737406E-04 , 8.248686E-04 ,-2.762782E-04 ,-1.865313E-04 , 6.98596E-06 , 2.711669E-04 
 170 , 5.663715E-04 , 7.769646E-04 ,-5.796833E-05 , 1.191516E-04 , 4.179367E-04 , 1.218391E-03 , 7.110495E-04 , 9.874611E-04 , 9.077826E-04 , 1.338625E-03 , 2.072547E-03 , 2.717127E-03 , 3.254396E-03 , 4.223966E-03 , 4.795464E-03 , 0.0048806 , 4.470501E-03 , 3.431651E-03 , 2.352383E-03 , 1.376295E-03 , 1.148313E-03 , 4.569878E-04 , 2.644895E-04 , 2.682224E-04 , 6.217721E-05 , 1.25057E-04 , 2.514769E-04 ,-5.743415E-04 , 3.406408E-05 , 1.016403E-04 , 3.033273E-04 , 6.150164E-04 ,-3.791924E-04 ,-9.006382E-06 , 1.313281E-03 ,-4.566162E-04 , 5.949559E-04 , 2.253612E-04 , 4.982597E-04 
 180 , 9.210684E-04 , 3.11232E-04 ,-2.750546E-04 , 1.569784E-04 , 5.463744E-04 , 1.067972E-03 , 1.120666E-03 , 6.614168E-04 , 9.480891E-04 , 1.116469E-03 , 1.907083E-03 , 2.497819E-03 , 3.185312E-03 , 3.850745E-03 , 4.598224E-03 , 4.743172E-03 , 4.321101E-03 , 2.919276E-03 , 2.025855E-03 , 1.304383E-03 , 9.943357E-04 , 6.835613E-04 , 5.538719E-04 , 3.883487E-04 , 3.491736E-04 , 2.304626E-04 , 2.348146E-06 ,-3.209882E-04 , 1.962233E-04 ,-4.909667E-04 , 2.050964E-04 , 5.475319E-04 , 2.359393E-04 ,-4.385516E-04 ,-1.772565E-05 ,-8.142087E-04 , 7.177987E-04 ,-5.408514E-04 , 1.714056E-04 
 190 , 8.573935E-04 , 5.041527E-04 , 5.210142E-04 ,-2.125852E-05 , 5.553744E-04 , 6.544255E-04 , 3.38007E-04 , 5.643179E-04 , 1.072239E-03 , 1.278211E-03 , 1.974095E-03 , 2.157248E-03 , 2.980221E-03 , 3.601061E-03 , 4.326222E-03 , 4.35907E-03 , 3.823112E-03 , 2.874443E-03 , 2.377448E-03 , 1.342767E-03 , 9.949461E-04 , 6.017798E-04 , 1.141632E-04 , 3.174929E-04 , 6.420517E-05 , 4.166883E-04 , 2.496246E-05 ,-2.066272E-04 , 1.197707E-04 , 2.542128E-04 , 5.735912E-04 ,-3.192372E-04 ,-8.696808E-06 , 4.600161E-05 ,-1.421859E-04 , 7.104943E-04 ,-1.817238E-04 ,-2.94302E-04 ,-4.309108E-04 
 200 , 6.152329E-04 ,-5.387912E-04 , 8.757529E-04 , 4.681392E-04 , 2.558782E-04 , 3.625904E-04 , 5.511487E-04 , 8.157069E-04 , 9.935795E-04 , 1.334426E-03 , 1.644731E-03 , 2.099327E-03 , 2.803876E-03 , 3.409119E-03 , 3.905697E-03 , 4.074411E-03 , 3.717707E-03 , 2.837568E-03 , 2.132218E-03 , 1.014881E-03 , 7.497876E-04 , 6.951593E-04 , 2.028682E-04 , 2.462564E-04 , 3.855485E-05 , 5.794058E-05 , 4.625061E-05 , 3.978724E-04 ,-2.94754E-04 , 2.109888E-04 , 3.843917E-04 ,-2.316954E-04 , 4.197398E-04 , 4.413889E-04 ,-3.170542E-04 , 2.928654E-04 ,-2.104013E-04 ,-4.135497E-04 ,-2.171526E-04 
